Orthogroup	ahos	apis
OG0005606		apis|C4WT21
OG0005607		apis|C4WUC1
OG0005608		apis|A0A8R1W509
OG0005609		apis|A0A8R2A9Z0
OG0005610		apis|A0A8R2FDT1
OG0005611		apis|C4WXA3
OG0005612		apis|C4WY14
OG0005613		apis|A0A8R2AEQ2
OG0005614		apis|C4WXC8
OG0005615		apis|A0A8R2H3Y4
OG0005616		apis|C4WUX8
OG0005617		apis|A0A8R1W832
OG0005618		apis|A0A8R2HB32
OG0005619		apis|A0A8R2JKT5
OG0005620		apis|A0A8R2A2Y5
OG0005621		apis|A0A8R2D443
OG0005622		apis|A0A8R1W5J6
OG0005623		apis|A0A8R2F9Y5
OG0005624		apis|A0A8R1XGY1
OG0005625		apis|A0A8R2A5E6
OG0005626		apis|A0A8R2ADK9
OG0005627		apis|A0A8R2ADQ2
OG0005628		apis|A0A8R2A7Z2
OG0005629		apis|C4WW94
OG0005630		apis|A0A8R2JP07
OG0005631		apis|A0A8R2NSU2
OG0005632		apis|A0A8R2D3Q5
OG0005633		apis|A0A8R2ADV9
OG0005634		apis|A0A8R1VZS6
OG0005635		apis|A0A8R1VZL2
OG0005636		apis|A0A8R1XEQ7
OG0005637		apis|A0A8R1VZI6
OG0005638		apis|A0A8R1W801
OG0005639		apis|A0A8R2NQL8
OG0005640		apis|A0A8R2NMJ2
OG0005641		apis|C4WU26
OG0005642		apis|A0A8R2HA10
OG0005643		apis|A0A8R2B5X0
OG0005644		apis|A0A8R1W1B4
OG0005645		apis|A0A8R2JV90
OG0005646		apis|A0A8R1WXJ9
OG0005647		apis|C4WSY5
OG0005648		apis|A0A8R2B2T9
OG0005649		apis|A0A8R2D7X7
OG0005650		apis|A0A8R2D6C1
OG0005651		apis|A0A8R1W4B5
OG0005652		apis|A0A8R2D6P3
OG0005653		apis|A0A8R2A5R0
OG0005654		apis|A0A8R2JT21
OG0005655		apis|A0A8R1W7M4
OG0005656		apis|A0A8R2JPQ8
OG0005657		apis|A0A8R2D837
OG0005658		apis|A0A8R2F8L0
OG0005659		apis|A0A8R2H5U8
OG0005660		apis|A0A8R1W464
OG0005661		apis|A0A8R2NWL0
OG0005662		apis|X1XER6
OG0005663		apis|C4WRK8
OG0005664		apis|A0A8R2B114
OG0005665		apis|A0A8R2F739
OG0005666		apis|A0A8R2A2J6
OG0005667		apis|A0A8R2F766
OG0005668		apis|A0A8R2H972
OG0005669		apis|A0A8R1W304
OG0005670		apis|A0A8R2B8I7
OG0005671		apis|C4WTZ7
OG0005672		apis|A0A8R2D6L9
OG0005673		apis|A0A8R2B873
OG0005674		apis|A0A8R2B431
OG0005675		apis|A0A8R2B5I5
OG0005676		apis|A0A8R2A663
OG0005677		apis|A0A8R2H6J4
OG0005678		apis|A0A8R2JWX5
OG0005679		apis|A0A8R1W6T1
OG0005680		apis|C4WWH1
OG0005681		apis|A0A8R2NPR0
OG0005682		apis|A0A8R2FCQ5
OG0005683		apis|A0A8R1WXS3
OG0005684		apis|C4WVR3
OG0005685		apis|C4WUF8
OG0005686		apis|C4WVW5
OG0005687		apis|A0A8R1WXQ1
OG0005688		apis|A0A8R2A416
OG0005689		apis|A0A8R2A9A4
OG0005690		apis|A0A8R2JM95
OG0005691		apis|A0A8R2JLA9
OG0005692		apis|A0A8R2NKE0
OG0005693		apis|A0A8R1VY98
OG0005694		apis|A0A8R1W1W6
OG0005695		apis|C4WSR5
OG0005696		apis|A0A8R1W4Y0
OG0005697		apis|A0A8R2HB93
OG0005698		apis|A0A8R2JUI6
OG0005699		apis|C4WW17
OG0005700		apis|A0A8R1WXV6
OG0005701		apis|A0A8R2A7G9
OG0005702		apis|A0A8R2JUV6
OG0005703		apis|A0A8R2NW33
OG0005704		apis|A0A8R2A9L4
OG0005705		apis|A0A8R2A5Z3
OG0005706		apis|A0A8R1W920
OG0005707		apis|A0A8R2FCJ4
OG0005708		apis|A0A8R2B852
OG0005709		apis|A0A8R1VYZ1
OG0005710		apis|C4WX49
OG0005711		apis|C4WUP0
OG0005712		apis|A0A8R2NVG9
OG0005713		apis|A0A8R2B8R2
OG0005714		apis|A0A8R2JPH5
OG0005715		apis|A0A8R2JTL2
OG0005716		apis|C4WWL6
OG0005717		apis|A0A8R2ABX4
OG0005718		apis|C4WXW2
OG0005719		apis|A0A8R2NW22
OG0005720		apis|A0A8R2NPN2
OG0005721		apis|A0A8R2JU72
OG0005722		apis|A0A8R2FAR1
OG0005723		apis|C4WWW7
OG0005724		apis|A0A8R1VY33
OG0005725		apis|A0A8R2D3L8
OG0005726		apis|A0A8R2A6A0
OG0005727		apis|A0A8R2B5R4
OG0005728		apis|C4WS87
OG0005729		apis|A0A8R1W8K6
OG0005730		apis|A0A8R2A8V3
OG0005731		apis|A0A8R2A733
OG0005732		apis|A0A8R1W356
OG0005733		apis|A0A8R1W6Y2
OG0005734		apis|A0A8R2FE37
OG0005735		apis|A0A8R2A6T0
OG0005736		apis|A0A8R2ABT1
OG0005737		apis|C4WUQ0
OG0005738		apis|A0A8R1W9D8
OG0005739		apis|A0A8R2D761
OG0005740		apis|C4WTQ2
OG0005741		apis|A0A8R2HAQ0
OG0005742		apis|C4WX42
OG0005743		apis|A0A8R2A8K2
OG0005744		apis|A0A8R2A312
OG0005745		apis|A0A8R2A5V1
OG0005746		apis|A0A8R2F883
OG0005747		apis|A0A8R1W2U2
OG0005748		apis|J9LZL8
OG0005749		apis|A0A8R2JXJ8
OG0005750		apis|A0A8R2B8S0
OG0005751		apis|A0A8R2D6P4
OG0005752		apis|A0A8R2B684
OG0005753		apis|A0A8R2FDP0
OG0005754		apis|A0A8R2B4H7
OG0005755		apis|A0A8R2D748
OG0005756		apis|A0A8R2D7U0
OG0005757		apis|A0A8R2B1J4
OG0005758		apis|A0A8R2JT35
OG0005759		apis|A0A8R2A5K8
OG0005760		apis|A0A8R2A5Y9
OG0005761		apis|A0A8R1XF38
OG0005762		apis|A0A8R2FCI2
OG0005763		apis|C4WRZ4
OG0005764		apis|C4WU81
OG0005765		apis|C4WXI9
OG0005766		apis|C4WY46
OG0005767		apis|A0A8R2NP70
OG0005768		apis|A0A8R2A7X5
OG0005769		apis|A0A8R2FD37
OG0005770		apis|A0A8R2A5F0
OG0005771		apis|A0A8R2A6M3
OG0005772		apis|C4WVH9
OG0005773		apis|C4WT19
OG0005774		apis|A0A8R1WC64
OG0005775		apis|A0A8R2B9X6
OG0005776		apis|A0A8R2NP49
OG0005777		apis|A0A8R2A998
OG0005778		apis|A0A8R2A4A2
OG0005779		apis|A0A8R2ABC1
OG0005780		apis|C4WTA1
OG0005781		apis|C4WW63
OG0005782		apis|A0A8R2A9M2
OG0005783		apis|A0A8R1W4Q0
OG0005784		apis|A0A8R2JSK0
OG0005785		apis|A0A8R2H5F7
OG0005786		apis|C4WUS4
OG0005787		apis|A0A8R2F9V2
OG0005788		apis|A0A8R2A840
OG0005789		apis|A0A8R2A6D9
OG0005790		apis|A0A8R2A3K8
OG0005791		apis|A0A8R2A366
OG0005792		apis|A0A8R2B6L1
OG0005793		apis|A0A8R1W9Q4
OG0005794		apis|A0A8R1W6I9
OG0005795		apis|A0A8R2NRW8
OG0005796		apis|C4WXT5
OG0005797		apis|A0A8R2D7C7
OG0005798		apis|A0A8R1W1E7
OG0005799		apis|C4WV06
OG0005800		apis|A0A8R1W562
OG0005801		apis|A0A8R2A6I0
OG0005802		apis|A0A8R2NRX8
OG0005803		apis|A0A8R1VZG1
OG0005804		apis|C4WU42
OG0005805		apis|A0A8R1W3Y2
OG0005806		apis|A0A8R1TF63
OG0005807		apis|A0A8R2JLP4
OG0005808		apis|A0A8R1W4G3
OG0005809		apis|A0A8R2NSC8
OG0005810		apis|C4WWD6
OG0005811		apis|A0A8R2B5Z5
OG0005812		apis|A0A8R2A0I2
OG0005813		apis|A0A8R2B2A3
OG0005814		apis|C4WYC3
OG0005815		apis|A0A8R2JM60
OG0005816		apis|A0A8R2A9D1
OG0005817		apis|A0A8R2A319
OG0005818		apis|A0A8R2A156
OG0005819		apis|A0A8R1W361
OG0005820		apis|C4WYE5
OG0005821		apis|A0A8R2A565
OG0005822		apis|A0A8R2ACE0
OG0005823		apis|A0A8R2NSS0
OG0005824		apis|A0A8R2A9X9
OG0005825		apis|C4WSL9
OG0005826		apis|A0A8R2AAY1
OG0005827		apis|A0A8R1W150
OG0005828		apis|A0A8R2JPK0
OG0005829		apis|A0A8R1W908
OG0005830		apis|A0A8R2D360
OG0005831		apis|A0A8R2BAP3
OG0005832		apis|A0A8R1W446
OG0005833		apis|A0A8R2B9C4
OG0005834		apis|A0A8R2A3E3
OG0005835		apis|A0A8R2A7B2
OG0005836		apis|A0A8R1W1U1
OG0005837		apis|A0A8R2JW41
OG0005838		apis|A0A8R2D0U5
OG0005839		apis|A0A8R2NL89
OG0005840		apis|C4WTG9
OG0005841		apis|A0A8R2JRU7
OG0005842		apis|A0A8R2D8T9
OG0005843		apis|A0A8R2A674
OG0005844		apis|A0A8R2H918
OG0005845		apis|C4WYC8
OG0005846		apis|A0A8R1W1S6
OG0005847		apis|C4WVK5
OG0005848		apis|A0A8R1W736
OG0005849		apis|A0A8R1XHP2
OG0005850		apis|A0A8R2D4V1
OG0005851		apis|A0A8R2B4F4
OG0005852		apis|A0A8R1W8J3
OG0005853		apis|C4WXD6
OG0005854		apis|A0A8R2B144
OG0005855		apis|A0A8R2A756
OG0005856		apis|A0A8R1XI66
OG0005857		apis|A0A8R2D821
OG0005858		apis|A0A8R2BAI6
OG0005859		apis|C4WS39
OG0005860		apis|A0A8R2A3W3
OG0005861		apis|Q201X8
OG0005862		apis|A0A8R1W0A3
OG0005863		apis|A0A8R2H793
OG0005864		apis|A0A8R2B6Z1
OG0005865		apis|A0A8R2BAG5
OG0005866		apis|C4WUX3
OG0005867		apis|A0A8R2A7R9
OG0005868		apis|A0A8R2H9V9
OG0005869		apis|A0A8R2A1V4
OG0005870		apis|C4WRQ8
OG0005871		apis|A0A8R2A764
OG0005872		apis|A0A8R2FC30
OG0005873		apis|A0A8R2A8Z2
OG0005874		apis|A0A8R1W3K6
OG0005875		apis|A0A8R2JNN2
OG0005876		apis|A0A8R1W9V7
OG0005877		apis|A0A8R2HC75
OG0005878		apis|A0A8R2FDG0
OG0005879		apis|A0A8R2ADB2
OG0005880		apis|A0A8R2NTD3
OG0005881		apis|C4WWF5
OG0005882		apis|A0A8R2B3W6
OG0005883		apis|A0A8R2A0I8
OG0005884		apis|A0A8R2AEN4
OG0005885		apis|A0A8R2D8E1
OG0005886		apis|A0A8R2JMZ2
OG0005887		apis|A0A8R2H8X2
OG0005888		apis|A0A8R2F9B4
OG0005889		apis|C4WS46
OG0005890		apis|C4WU49
OG0005891		apis|A0A8R2A6U4
OG0005892		apis|A0A8R2B5Q2
OG0005893		apis|A0A8R1W021
OG0005894		apis|A0A8R1W5D5
OG0005895		apis|A0A8R1W238
OG0005896		apis|C4WRX1
OG0005897		apis|C4WXG6
OG0005898		apis|A0A8R2B860
OG0005899		apis|A0A8R2FDL3
OG0005900		apis|A0A8R1VZP5
OG0005901		apis|A0A8R2A7F5
OG0005902		apis|A0A8R2ABY5
OG0005903		apis|A0A8R2A1V6
OG0005904		apis|A0A8R2BAZ0
OG0005905		apis|A0A8R1W6R9
OG0005906		apis|A0A8R1WYG0
OG0005907		apis|A0A8R2B3N0
OG0005908		apis|A0A8R2NKN8
OG0005909		apis|A0A8R1W0U5
OG0005910		apis|C4WWQ1
OG0005911		apis|C4WWV7
OG0005912		apis|A0A8R1W651
OG0005913		apis|A0A8R2A6T5
OG0005914		apis|A0A8R2A5M4
OG0005915		apis|A0A8R1W6C8
OG0005916		apis|A0A8R1W7N2
OG0005917		apis|A0A8R1W5A2
OG0005918		apis|A0A8R1W8A7
OG0005919		apis|A0A8R2AAZ2
OG0005920		apis|A0A8R2JVI4
OG0005921		apis|C4WW91
OG0005922		apis|C4WWS5
OG0005923		apis|A0A8R2D7U9
OG0005924		apis|A0A8R2ACH2
OG0005925		apis|C4WY52
OG0005926		apis|A0A8R2A584
OG0005927		apis|A0A8R2HAN1
OG0005928		apis|A0A8R1W2P1
OG0005929		apis|A0A8R2NPR9
OG0005930		apis|A0A8R2NT14
OG0005931		apis|A0A8R2JLV5
OG0005932		apis|A0A8R2D294
OG0005933		apis|A0A8R2ACJ8
OG0005934		apis|A0A8R1VYG2
OG0005935		apis|A0A8R1W2Z5
OG0005936		apis|A0A8R2A5U4
OG0005937		apis|A0A8R2D8I8
OG0005938		apis|A0A8R2A0Z6
OG0005939		apis|A0A8R1VYU2
OG0005940		apis|C4WXU5
OG0005941		apis|A0A8R2A357
OG0005942		apis|A0A8R2D6F9
OG0005943		apis|C4WV93
OG0005944		apis|A0A8R2A6D2
OG0005945		apis|C4WV12
OG0005946		apis|A0A8R2NNB5
OG0005947		apis|A0A8R2H5Z8
OG0005948		apis|A0A8R2D7N3
OG0005949		apis|A0A8R1W200
OG0005950		apis|C4WWV2
OG0005951		apis|A0A8R2FDU5
OG0005952		apis|A0A8R1X128
OG0005953		apis|A0A8R2B5W9
OG0005954		apis|A0A8R1W3K7
OG0005955		apis|A0A8R1W6Q2
OG0005956		apis|C4WUJ6
OG0005957		apis|A0A8R1TEW0
OG0005958		apis|A0A8R2JTL9
OG0005959		apis|C4WVW8
OG0005960		apis|A0A8R2NM23
OG0005961		apis|A0A8R2D717
OG0005962		apis|A0A8R2FEN7
OG0005963		apis|A0A8R2A8S8
OG0005964		apis|A0A8R1VYY6
OG0005965		apis|A0A8R1W351
OG0005966		apis|A0A8R2A6Z5
OG0005967		apis|C4WSG7
OG0005968		apis|A0A8R2A8F7
OG0005969		apis|A0A8R2FD35
OG0005970		apis|A0A8R2D5I2
OG0005971		apis|A0A8R1TED3
OG0005972		apis|A0A8R2FCX0
OG0005973		apis|A0A8R2FCM6
OG0005974		apis|A0A8R2F901
OG0005975		apis|A0A8R2A7Q6
OG0005976		apis|A0A8R2D561
OG0005977		apis|A0A8R1W2X5
OG0005978		apis|A0A8R2FEA7
OG0005979		apis|A0A8R2B969
OG0005980		apis|A0A8R2A5P7
OG0005981		apis|C4WYA3
OG0005982		apis|A0A8R2HC41
OG0005983		apis|A0A8R2D7E9
OG0005984		apis|A0A8R2A2E8
OG0005985		apis|A0A8R2AZU3
OG0005986		apis|A0A8R2B4D3
OG0005987		apis|A0A8R2ADV3
OG0005988		apis|A0A8R2B6C7
OG0005989		apis|A0A8R2A356
OG0005990		apis|C4WTP9
OG0005991		apis|C4WSI8
OG0005992		apis|A0A8R2NT99
OG0005993		apis|C4WS16
OG0005994		apis|A0A8R2H2I4
OG0005995		apis|A0A8R2BAP1
OG0005996		apis|A0A8R1W639
OG0005997		apis|A0A8R2BAI5
OG0005998		apis|A0A8R2A588
OG0005999		apis|A0A8R2BAM9
OG0006000		apis|A0A8R2JWC3
OG0006001		apis|A0A8R2AES9
OG0006002		apis|A0A8R2JVP3
OG0006003		apis|A0A8R1ZYI4
OG0006004		apis|A0A8R1W8D0
OG0006005		apis|A0A8R2JS77
OG0006006		apis|A0A8R2AAT7
OG0006007		apis|A0A8R2AC23
OG0006008		apis|C4WV69
OG0006009		apis|A0A8R1W725
OG0006010		apis|A0A8R1W7P8
OG0006011		apis|A0A8R2A618
OG0006012		apis|A0A8R2NRS6
OG0006013		apis|A0A8R1W0H2
OG0006014		apis|A0A8R2F7N0
OG0006015		apis|A0A8R2A6M0
OG0006016		apis|A0A8R2JPH8
OG0006017		apis|C4WST7
OG0006018		apis|A0A8R2A6R7
OG0006019		apis|C4WV13
OG0006020		apis|A0A8R1W279
OG0006021		apis|A0A8R2A8W5
OG0006022		apis|A0A8R1W7H9
OG0006023		apis|C4WUX5
OG0006024		apis|A0A8R2FBZ9
OG0006025		apis|A0A8R2D7Z0
OG0006026		apis|A0A8R2HBQ5
OG0006027		apis|A0A8R2JME7
OG0006028		apis|A0A8R2ABW7
OG0006029		apis|A0A8R2D3G6
OG0006030		apis|A0A8R1W1W1
OG0006031		apis|A0A8R2JNL7
OG0006032		apis|A0A8R1TGQ7
OG0006033		apis|C4WV25
OG0006034		apis|A0A8R1WB52
OG0006035		apis|A0A8R1WYA7
OG0006036		apis|C4WX39
OG0006037		apis|A0A8R2A234
OG0006038		apis|A0A8R2H518
OG0006039		apis|A0A8R2A2I3
OG0006040		apis|A0A8R2D3S4
OG0006041		apis|A0A8R2B1B7
OG0006042		apis|A0A8R2BAR6
OG0006043		apis|A0A8R2D7Y0
OG0006044		apis|C4WST2
OG0006045		apis|A0A8R2A370
OG0006046		apis|A0A8R2D6J5
OG0006047		apis|A0A8R1W698
OG0006048		apis|C4WTX8
OG0006049		apis|A0A8R2B2D9
OG0006050		apis|J9JZM3
OG0006051		apis|A0A8R1TES2
OG0006052		apis|A0A8R2BAD4
OG0006053		apis|A0A8R2JRL5
OG0006054		apis|A0A8R2A2M4
OG0006055		apis|A0A8R2A3W5
OG0006056		apis|A0A8R2AAV0
OG0006057		apis|A0A8R2A5B1
OG0006058		apis|A0A8R2A2X3
OG0006059		apis|A0A8R2A0N3
OG0006060		apis|A0A8R2A2R8
OG0006061		apis|A0A8R2B6Y8
OG0006062		apis|A0A8R2B357
OG0006063		apis|A0A8R1VYI3
OG0006064		apis|A0A8R2NU80
OG0006065		apis|A0A8R2A947
OG0006066		apis|A0A8R2ACM2
OG0006067		apis|A0A8R2B9W5
OG0006068		apis|A0A8R2A6H9
OG0006069		apis|A0A8R2NNX8
OG0006070		apis|A0A8R1X1T3
OG0006071		apis|A0A8R2FD87
OG0006072		apis|A0A8R2BAL3
OG0006073		apis|A0A8R1VZ99
OG0006074		apis|A0A8R2JVN7
OG0006075		apis|A0A8R2D752
OG0006076		apis|A0A8R2F7Q3
OG0006077		apis|C4WU32
OG0006078		apis|A0A8R1W2L7
OG0006079		apis|C4WW76
OG0006080		apis|A0A8R2NK69
OG0006081		apis|A0A8R2FDS2
OG0006082		apis|A0A8R1VZX2
OG0006083		apis|A0A8R1WA61
OG0006084		apis|A0A8R2B8F6
OG0006085		apis|A0A8R2A2B8
OG0006086		apis|A0A8R2FDF9
OG0006087		apis|A0A8R2JM19
OG0006088		apis|C4WUC8
OG0006089		apis|A0A8R1W5B7
OG0006090		apis|A0A8R2A597
OG0006091		apis|A0A8R1W2R7
OG0006092		apis|A0A8R2A073
OG0006093		apis|C4WTS9
OG0006094		apis|A0A8R2B856
OG0006095		apis|A0A8R2AA34
OG0006096		apis|A0A8R2FCY2
OG0006097		apis|C4WWT6
OG0006098		apis|A0A8R2B5E4
OG0006099		apis|C4WRR8
OG0006100		apis|A0A8R2BA51
OG0006101		apis|A0A8R2H649
OG0006102		apis|C4WVJ2
OG0006103		apis|A0A8R2B3U7
OG0006104		apis|A0A8R1VY68
OG0006105		apis|A0A8R2HC28
OG0006106		apis|A0A8R2JR36
OG0006107		apis|A0A8R1W5J3
OG0006108		apis|A0A8R2A7L6
OG0006109		apis|A0A8R2F928
OG0006110		apis|A0A8R2ADS8
OG0006111		apis|A0A8R2JTD0
OG0006112		apis|C4WV75
OG0006113		apis|A0A8R1W5D6
OG0006114		apis|A0A8R2HAW2
OG0006115		apis|A0A8R2B7Q2
OG0006116		apis|A0A8R2NKR1
OG0006117		apis|A0A8R2FD26
OG0006118		apis|A0A8R1W1U4
OG0006119		apis|A0A8R1W9K1
OG0006120		apis|C4WY38
OG0006121		apis|Q1W9N6
OG0006122		apis|C4WY09
OG0006123		apis|A0A8R2BA19
OG0006124		apis|A0A8R1W0N6
OG0006125		apis|A0A8R2NMM5
OG0006126		apis|C4WWP0
OG0006127		apis|A0A8R2B8Z3
OG0006128		apis|A0A8R2JUG2
OG0006129		apis|A0A8R2JPD9
OG0006130		apis|A0A8R1WZK1
OG0006131		apis|A0A8R2H6S0
OG0006132		apis|C4WW34
OG0006133		apis|A0A8R1W7Q9
OG0006134		apis|A0A8R2NT50
OG0006135		apis|A0A8R2A3B9
OG0006136		apis|A0A8R1W1J2
OG0006137		apis|A0A8R2D1V5
OG0006138		apis|A0A8R2NJY9
OG0006139		apis|A0A8R2JPJ7
OG0006140		apis|A0A8R2JX09
OG0006141		apis|C4WTL8
OG0006142		apis|A0A8R1VYM6
OG0006143		apis|A0A8R2D315
OG0006144		apis|A0A8R1W2I4
OG0006145		apis|A0A8R2A2Z5
OG0006146		apis|A0A8R2NQE5
OG0006147		apis|A0A8R2NPA6
OG0006148		apis|A0A8R2AZD0
OG0006149		apis|A0A8R2FD89
OG0006150		apis|A0A8R2BAG0
OG0006151		apis|A0A8R2NPH6
OG0006152		apis|A0A8R1W666
OG0006153		apis|A0A8R2FCL6
OG0006154		apis|A0A8R2FEE0
OG0006155		apis|A0A8R2NLU4
OG0006156		apis|A0A8R1W4F0
OG0006157		apis|A0A8R1W097
OG0006158		apis|A0A8R2A843
OG0006159		apis|C4WT29
OG0006160		apis|C4WX89
OG0006161		apis|C4WWR3
OG0006162		apis|A0A8R1W7D8
OG0006163		apis|A0A8R1W7I2
OG0006164		apis|A0A8R2F9U8
OG0006165		apis|A0A8R2NNJ5
OG0006166		apis|A0A8R2A8H3
OG0006167		apis|A0A8R1W1R3
OG0006168		apis|A0A8R2FD45
OG0006169		apis|A0A8R1W7H4
OG0006170		apis|A0A8R2ADA5
OG0006171		apis|A0A8R2D3J1
OG0006172		apis|A0A8R2AFK5
OG0006173		apis|A0A8R2HC04
OG0006174		apis|A0A8R2JVY2
OG0006175		apis|A0A8R2FCP0
OG0006176		apis|A0A8R2H8I0
OG0006177		apis|A0A8R1W223
OG0006178		apis|A0A8R2H7T1
OG0006179		apis|A0A8R2ABD1
OG0006180		apis|C4WSC6
OG0006181		apis|A0A8R2NL47
OG0006182		apis|A0A8R2BBT7
OG0006183		apis|A0A8R2JT00
OG0006184		apis|A0A8R2D7Z6
OG0006185		apis|A0A8R2NMI5
OG0006186		apis|C4WVJ7
OG0006187		apis|A0A8R2A7H1
OG0006188		apis|A0A8R2NSI5
OG0006189		apis|A0A8R2B427
OG0006190		apis|A0A8R2H3U6
OG0006191		apis|A0A8R2A3P0
OG0006192		apis|A0A8R2A9E5
OG0006193		apis|A0A8R2D548
OG0006194		apis|C4WTN0
OG0006195		apis|A0A8R2BAQ3
OG0006196		apis|A0A8R2B6Z8
OG0006197		apis|A0A8R1W3Z5
OG0006198		apis|A0A8R2B644
OG0006199		apis|A0A8R2D7Y9
OG0006200		apis|A0A8R2B7H8
OG0006201		apis|A0A8R2NQ60
OG0006202		apis|A0A8R1W3J3
OG0006203		apis|A0A8R2A3N3
OG0006204		apis|A0A8R2A4F7
OG0006205		apis|C4WY40
OG0006206		apis|C4WTP4
OG0006207		apis|A0A8R2JTU7
OG0006208		apis|A0A8R2JQJ6
OG0006209		apis|C4WRS1
OG0006210		apis|C4WWE8
OG0006211		apis|A0A8R2JQZ5
OG0006212		apis|A0A8R2A4Q9
OG0006213		apis|A0A8R2F966
OG0006214		apis|A0A8R2D4V5
OG0006215		apis|A0A8R2A227
OG0006216		apis|A0A8R2H5C0
OG0006217		apis|A0A8R2AE41
OG0006218		apis|A0A8R2D102
OG0006219		apis|A0A8R2F6L9
OG0006220		apis|A0A8R2D2Q3
OG0006221		apis|A0A8R2NTB3
OG0006222		apis|C4WVH2
OG0006223		apis|C4WTT9
OG0006224		apis|A0A8R1ZZG7
OG0006225		apis|A0A8R2JTB4
OG0006226		apis|A0A8R2A4B9
OG0006227		apis|A0A8R2F7H6
OG0006228		apis|A0A8R1X1K0
OG0006229		apis|C4WTD0
OG0006230		apis|A0A8R1W6E2
OG0006231		apis|A0A8R2A4Y9
OG0006232		apis|A0A8R2JUZ5
OG0006233		apis|C4WVM0
OG0006234		apis|A0A8R2BA81
OG0006235		apis|A0A8R2NU53
OG0006236		apis|A0A8R2D6R1
OG0006237		apis|A0A8R2JP65
OG0006238		apis|A0A8R2B723
OG0006239		apis|A0A8R2A3S5
OG0006240		apis|A0A8R2FB27
OG0006241		apis|A0A8R2A7H5
OG0006242		apis|A0A8R1W6D5
OG0006243		apis|A0A8R2B212
OG0006244		apis|A0A8R2A4K4
OG0006245		apis|A0A8R1W6M6
OG0006246		apis|A0A8R2H6U4
OG0006247		apis|A0A8R2D489
OG0006248		apis|A0A8R2AGQ3
OG0006249		apis|C4WUW3
OG0006250		apis|C4WUI8
OG0006251		apis|A0A8R2JQD9
OG0006252		apis|C4WTL5
OG0006253		apis|C4WXX5
OG0006254		apis|C4WRI4
OG0006255		apis|A0A8R2A6R4
OG0006256		apis|A0A8R1W4T6
OG0006257		apis|A0A8R2HA34
OG0006258		apis|A0A8R1W0N1
OG0006259		apis|A0A8R1W3B0
OG0006260		apis|A0A8R2NS25
OG0006261		apis|A0A8R2HCB8
OG0006262		apis|A0A8R1W383
OG0006263		apis|A0A8R2A133
OG0006264		apis|A0A8R2JMD1
OG0006265		apis|C4WVU6
OG0006266		apis|A0A8R2A5L1
OG0006267		apis|A0A8R2D2U4
OG0006268		apis|A0A8R2JN18
OG0006269		apis|A0A8R1W533
OG0006270		apis|A0A8R2A5G5
OG0006271		apis|A0A8R1W831
OG0006272		apis|A0A8R2D1N8
OG0006273		apis|A0A8R1W3W0
OG0006274		apis|C4WVF4
OG0006275		apis|A0A8R2NVH6
OG0006276		apis|A0A8R2FF63
OG0006277		apis|A0A8R2AHG9
OG0006278		apis|A0A8R1W607
OG0006279		apis|A0A8R2A6X1
OG0006280		apis|A0A8R2NWS0
OG0006281		apis|C4WTN5
OG0006282		apis|A0A8R1VZG4
OG0006283		apis|A0A8R2BAA0
OG0006284		apis|A0A8R2D832
OG0006285		apis|A0A8R1VYS9
OG0006286		apis|A0A8R1W0X5
OG0006287		apis|A0A8R2H380
OG0006288		apis|A0A8R2B5U6
OG0006289		apis|C4WWG5
OG0006290		apis|C4WXB0
OG0006291		apis|A0A8R1WA76
OG0006292		apis|A0A8R2D518
OG0006293		apis|A0A8R1W8V4
OG0006294		apis|A0A8R2ADX9
OG0006295		apis|C4WRY4
OG0006296		apis|A0A8R2A681
OG0006297		apis|A0A8R2D3J7
OG0006298		apis|A0A8R2AEY3
OG0006299		apis|C4WXR1
OG0006300		apis|A0A8R1W3Y3
OG0006301		apis|A0A8R1VZT6
OG0006302		apis|A0A8R1W3L3
OG0006303		apis|A0A8R2JUQ2
OG0006304		apis|X1WN39
OG0006305		apis|A0A8R2NT35
OG0006306		apis|A0A8R2A568
OG0006307		apis|A0A8R2AAU7
OG0006308		apis|B7TYB5
OG0006309		apis|A0A8R2NMY6
OG0006310		apis|C4WX26
OG0006311		apis|A0A8R2F842
OG0006312		apis|C4WSH0
OG0006313		apis|A0A8R1W4G6
OG0006314		apis|A0A8R2NND2
OG0006315		apis|A0A8R1W9M2
OG0006316		apis|A0A8R2HBM3
OG0006317		apis|A0A8R2NUM9
OG0006318		apis|A0A8R2NS47
OG0006319		apis|A0A8R2A244
OG0006320		apis|A0A8R1VZD9
OG0006321		apis|A0A8R2BA58
OG0006322		apis|A0A8R2BAM5
OG0006323		apis|C4WT85
OG0006324		apis|A0A8R2JMN2
OG0006325		apis|A0A8R1W1H4
OG0006326		apis|A0A8R2NKC2
OG0006327		apis|C4WT78
OG0006328		apis|A0A8R1W5Y0
OG0006329		apis|A0A8R2A5U2
OG0006330		apis|A0A8R2A7Y3
OG0006331		apis|A0A8R2JUR2
OG0006332		apis|A0A8R2AAX5
OG0006333		apis|A0A8R2A6W5
OG0006334		apis|A0A8R1WZ83
OG0006335		apis|A0A8R2HBK2
OG0006336		apis|C4WW69
OG0006337		apis|A0A8R2A711
OG0006338		apis|A0A8R2A1W5
OG0006339		apis|A0A8R2D781
OG0006340		apis|C4WSP7
OG0006341		apis|A0A8R2D7J6
OG0006342		apis|A0A8R1W3D2
